COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
WESTSIDE RECREATION CENTRE,2000 69 ST SW,2000 69 ST SW,LEISURE CENTRE,WARD 6,SIGNAL HILL,{D5F7182F-E7BC-4980-8FA8-10B08314CEE7},"MULTIPOLYGON (((-114.1856465 51.0365034, -114.1856592 51.0365029, -114.1856599 51.0365037, -114.185661 51.036505, -114.1856666 51.036509, -114.1856738 51.0365145, -114.185683 51.036519, -114.1856928 51.0365234, -114.1857031 51.0365272, -114.1857173 51.0365299, -114.1857341 51.0365325, -114.1857381 51.0365327, -114.1857473 51.0365334, -114.1857615 51.0365325, -114.1857751 51.036531, -114.1857895 51.0365277, -114.1858029 51.0365238, -114.1858151 51.0365187, -114.1858257 51.0365128, -114.1858358 51.0365051, -114.1858437 51.0364979, -114.185847 51.0364925, -114.1858971 51.0364895, -114.1858894 51.0364353, -114.1860119 51.0364282, -114.186078 51.0364244, -114.186172 51.0364189, -114.1861697 51.0364029, -114.1861512 51.036279, -114.1862711 51.0362717, -114.1863034 51.0362697, -114.1863069 51.0362695, -114.1862699 51.0360243, -114.1864957 51.0360115, -114.1864663 51.0358182, -114.1865287 51.0357907, -114.1865291 51.0357905, -114.1864943 51.035759, -114.1865179 51.0357499, -114.1862921 51.0355479, -114.1862696 51.0355582, -114.186194 51.0354896, -114.1862871 51.0354475, -114.1863022 51.0354398, -114.1863162 51.035432, -114.1863257 51.0354257, -114.1863328 51.0354192, -114.1863398 51.0354108, -114.1863462 51.0354009, -114.1863489 51.0353946, -114.1863509 51.0353902, -114.1863534 51.0353794, -114.1863533 51.0353719, -114.1863533 51.0353679, -114.1863505 51.0353585, -114.1863454 51.0353482, -114.186339 51.0353389, -114.1863293 51.0353286, -114.1863173 51.0353191, -114.186304 51.035312, -114.1862897 51.0353065, -114.1862761 51.0353025, -114.186259 51.0352991, -114.1862439 51.0352972, -114.1862292 51.0352961, -114.1862147 51.0352965, -114.1862031 51.0352966, -114.186197 51.0352559, -114.1862147 51.0352556, -114.1862146 51.0352499, -114.1862394 51.0352499, -114.1862196 51.0350846, -114.1860831 51.0350916, -114.1860653 51.0350925, -114.1859822 51.0350967, -114.185979 51.0350718, -114.1859114 51.0351014, -114.1858214 51.0350211, -114.1857616 51.0350475, -114.1855544 51.0351388, -114.1855454 51.035134, -114.1855396 51.0351308, -114.1855305 51.0351267, -114.1855215 51.0351232, -114.1855112 51.0351194, -114.1855009 51.0351165, -114.1854846 51.0351137, -114.1854784 51.035113, -114.1854717 51.0351121, -114.1854582 51.0351122, -114.1854465 51.0351128, -114.1854322 51.0351148, -114.1854269 51.0351161, -114.1854205 51.0351178, -114.1854092 51.0351217, -114.1853966 51.0351263, -114.1853886 51.0351305, -114.18538 51.0351355, -114.1853731 51.0351419, -114.185367 51.0351489, -114.1853084 51.0351522, -114.1853159 51.0352049, -114.1853263 51.0352791, -114.1852232 51.035285, -114.1850103 51.0352973, -114.1850275 51.0354158, -114.1848506 51.0354271, -114.1848575 51.0354706, -114.1848194 51.0354729, -114.1847914 51.0354747, -114.1847121 51.0354796, -114.1847392 51.0356692, -114.1847448 51.035709, -114.184817 51.0362051, -114.1851559 51.0361859, -114.1851849 51.0363906, -114.1855898 51.0363678, -114.1855941 51.0364221, -114.1856345 51.0364203, -114.1856465 51.0365034)))"
69 ST SW LRT STATION,6999C 17 AV SW,,LRT STATION,WARD 6,SPRINGBANK HILL,{ADBC1DAD-1247-4976-8867-477AF08590E6},"MULTIPOLYGON (((-114.188924 51.0376741, -114.1889238 51.0375998, -114.1886107 51.0376008, -114.1885251 51.0376011, -114.1870993 51.0376059, -114.1870138 51.0376062, -114.1863944 51.0376082, -114.1863948 51.0376824, -114.1868874 51.0376808, -114.1870141 51.0376804, -114.1870996 51.0376801, -114.1883329 51.037676, -114.1885254 51.0376754, -114.188611 51.0376751, -114.188924 51.0376741)))"
3509 & 3511 51 ST SW HOUSING,3509 & 3511 51 ST SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{A4C9C7DF-3893-4146-94E8-764A17366049},"MULTIPOLYGON (((-114.1613673 51.0228497, -114.1612935 51.0228498, -114.1612935 51.0228585, -114.1612297 51.0228586, -114.1612299 51.0229237, -114.1612189 51.0229238, -114.1612191 51.0229896, -114.1612987 51.0229895, -114.1612988 51.0229979, -114.1613544 51.0229978, -114.1613541 51.0229248, -114.1613676 51.0229247, -114.1613673 51.0228497)))"
3515 & 3517 51 ST SW HOUSING,3515 & 3517 51 ST SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{242CB8E7-D5A2-4DB6-BFF2-E9D82A2655D0},"MULTIPOLYGON (((-114.1613659 51.0226272, -114.1612271 51.0226275, -114.1612275 51.0227007, -114.1612165 51.0227007, -114.1612168 51.0227656, -114.1612943 51.0227654, -114.1612944 51.0227748, -114.1613523 51.0227747, -114.1613519 51.0227018, -114.1613663 51.0227018, -114.1613659 51.0226272)))"
45 ST SW LRT STATION,4708C 17 AV SW,,LRT STATION,WARD 6,WESTGATE,{7A306EC9-8E48-4F14-AF31-F9793FB27224},"MULTIPOLYGON (((-114.1530295 51.0380255, -114.1530297 51.0380801, -114.154305 51.0380808, -114.1543521 51.0380659, -114.1549629 51.0380651, -114.1549627 51.0380152, -114.1533085 51.0380174, -114.1533085 51.0380251, -114.1531499 51.0380253, -114.1531496 51.0379364, -114.1533138 51.0379369, -114.1533138 51.0379418, -114.1549639 51.037944, -114.1549638 51.0379053, -114.1529465 51.0378991, -114.1529463 51.0379358, -114.1530294 51.0379361, -114.1530295 51.0380255)))"
EDWORTHY PARK STORAGE SHED,5050 SPRUCE DR SW,5050 SPRUCE DR SW,MISCELLANEOUS,WARD 6,WILDWOOD,{AA64F23D-DB41-49BA-A6F8-53643DB3A714},"MULTIPOLYGON (((-114.1561258 51.0636173, -114.1560829 51.0636519, -114.1561222 51.06367, -114.1561645 51.0636354, -114.1561258 51.0636173)))"
69 ST & HWY 8 (WETLANDS) LIFT STATION,180 DISCOVERY DR SW,,LIFT STATION,WARD 6,11B,{FE98ADD2-632C-4297-8CEF-C59165A73337},"MULTIPOLYGON (((-114.1875852 51.009615, -114.1876146 51.0095766, -114.1875687 51.0095626, -114.1875576 51.009577, -114.1875426 51.0095966, -114.1875392 51.0096009, -114.1875852 51.009615)))"
50-56 STRADWICK RI SW HOUSING,50-56 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{D491A554-126E-4260-A9CA-0B7AF2B849B1},"MULTIPOLYGON (((-114.17063 51.051517, -114.1706165 51.0515251, -114.1706001 51.0515142, -114.1705242 51.0515596, -114.1705784 51.0515956, -114.170586 51.0515911, -114.1706124 51.0516086, -114.1706083 51.0516111, -114.1707304 51.0516921, -114.1708046 51.0516477, -114.170789 51.0516374, -114.1708025 51.0516292, -114.1707623 51.0516025, -114.1707537 51.0516077, -114.17073 51.0515919, -114.1707367 51.0515879, -114.17063 51.051517)))"
MEDICINE HILL RESIDENTIAL,390 PIITA RISE SW,390 PIITA RI SW,COMMUNITY FACING MIXED USE BUILDING,WARD 6,COUGAR RIDGE,{C7E429EC-6237-4DA0-B618-6C8D3AB70049},"MULTIPOLYGON (((-114.2096084 51.0776951, -114.2096818 51.0777259, -114.2097604 51.0776515, -114.2095422 51.07756, -114.2094725 51.0776259, -114.209559 51.0776622, -114.2095528 51.077668, -114.2096112 51.0776925, -114.2096084 51.0776951)))"
SIGNAL HILL LIBRARY,5994 SIGNAL HILL CE SW,5994 SIGNAL HILL CE SW,LIBRARY BUILDING,WARD 6,SIGNAL HILL,{70D5348C-47B9-4026-84B6-0D707A1BA117},"MULTIPOLYGON (((-114.1756655 51.0185624, -114.1755145 51.0185901, -114.175523 51.0186085, -114.1754997 51.0186125, -114.1754443 51.0185958, -114.1754192 51.0186223, -114.1754245 51.0186262, -114.1754208 51.0186326, -114.175327 51.0186498, -114.1753145 51.0186228, -114.17531 51.0186237, -114.1752368 51.0186371, -114.1752366 51.0186371, -114.1752488 51.0186636, -114.1751072 51.0186896, -114.1751343 51.0187484, -114.1751125 51.0187524, -114.1751256 51.0187804, -114.1751317 51.0187933, -114.1751322 51.0187944, -114.1751207 51.0187981, -114.1751117 51.0188055, -114.1751065 51.0188134, -114.1751038 51.0188264, -114.1751192 51.0188611, -114.1751589 51.0188533, -114.1751682 51.018873, -114.1751973 51.0188677, -114.1752014 51.0188695, -114.1751845 51.0188893, -114.1752788 51.0190938, -114.1753377 51.0190332, -114.1753522 51.0190388, -114.1753714 51.0190439, -114.1753941 51.019048, -114.1754171 51.01905, -114.1754421 51.019051, -114.1754661 51.0190494, -114.1754934 51.0190462, -114.1755265 51.0190397, -114.1755547 51.0190307, -114.175578 51.01902, -114.1756042 51.019005, -114.1756213 51.0189907, -114.1756336 51.0189773, -114.1756434 51.0189639, -114.1756546 51.0189393, -114.1756585 51.0189117, -114.1756533 51.0188842, -114.1756516 51.0188624, -114.1756718 51.0188626, -114.1756729 51.018872, -114.175681 51.0188716, -114.1756808 51.0188547, -114.1756844 51.0188374, -114.1756904 51.0188198, -114.1756997 51.0188025, -114.1757096 51.0187891, -114.1757224 51.018776, -114.1757161 51.018773, -114.1757085 51.0187791, -114.1756907 51.0187738, -114.1756997 51.0187613, -114.1757107 51.0187524, -114.1757292 51.018739, -114.1757492 51.0187247, -114.1757657 51.0187085, -114.1757751 51.0186909, -114.1757782 51.0186751, -114.175777 51.0186573, -114.1757671 51.0186358, -114.1757549 51.0186208, -114.1757394 51.0186084, -114.1757194 51.0185967, -114.175743 51.0185696, -114.1756745 51.0185797, -114.1756655 51.0185624)))"
#301-304 36 STRADWICK RI SW HOUSING,#301-304 36 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{B37FC8EE-F607-4C98-BDEA-E5EF7B00E397},"MULTIPOLYGON (((-114.1695736 51.0519469, -114.1695733 51.0518785, -114.1695507 51.0518786, -114.1695506 51.0518661, -114.1694959 51.0518662, -114.1694959 51.0518721, -114.1694591 51.0518722, -114.1694591 51.0518632, -114.1693025 51.0518635, -114.1693025 51.0518736, -114.1692799 51.0518736, -114.1692801 51.0519432, -114.1693594 51.0519431, -114.1693594 51.0519359, -114.1693933 51.0519359, -114.1693934 51.0519472, -114.1695736 51.0519469)))"
3501 & 3503 51 ST SW HOUSING,3501 & 3503 51 ST SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{726E133D-C471-43F3-86E5-88549FDB9BA1},"MULTIPOLYGON (((-114.1612273 51.0230682, -114.1612263 51.023143, -114.1612125 51.023143, -114.1612116 51.0232088, -114.1612875 51.0232092, -114.1612874 51.0232176, -114.1613803 51.0232181, -114.161381 51.0231702, -114.1613557 51.02317, -114.1613561 51.0231443, -114.1613939 51.0231445, -114.1613945 51.0230967, -114.1613685 51.0230965, -114.1613689 51.023069, -114.1612273 51.0230682)))"
EDWORTHY HOUSE & SANDSTONE QY,5050 SPRUCE DR SW,5050 SPRUCE DR SW,PUBLIC GATHERING,WARD 6,WILDWOOD,{DE74A11D-367E-4A78-846D-D346EC228297},"MULTIPOLYGON (((-114.1603847 51.0635596, -114.1603712 51.0635704, -114.1602659 51.0636542, -114.1603918 51.063717, -114.1604349 51.0636826, -114.1604667 51.0636985, -114.1605579 51.0636258, -114.1605033 51.0635986, -114.1604879 51.0636109, -114.16044 51.0635871, -114.1603847 51.0635596)))"
GEORGE BLUNDUN ARENA,5020 26 AV SW,5020 26 AV SW,ARENA,WARD 6,GLENDALE,{4FDF19EF-F067-4D2D-95AD-6D0FFBBF449D},"MULTIPOLYGON (((-114.1595592 51.0320719, -114.160654 51.0320758, -114.1605103 51.0320752, -114.1605118 51.032009, -114.1606098 51.0320094, -114.1606107 51.0319453, -114.160511 51.0319441, -114.1605099 51.0318257, -114.1596476 51.0318257, -114.1596486 51.031849, -114.15956 51.0318489, -114.1595592 51.0320719)))"
GLAMORGAN COMMUNITY ASSOCIATION SKATE SHACK,4207 41 AV SW,4207 41 AV SW,COMMUNITY AUXILIARY,WARD 6,GLAMORGAN,{5BA9735F-5BCC-476A-9A7A-053B4B806EFF},"MULTIPOLYGON (((-114.1453822 51.0168615, -114.1453816 51.0169267, -114.1455194 51.0169272, -114.1455048 51.0169362, -114.1455436 51.0169612, -114.145558 51.0169523, -114.1455578 51.0169824, -114.145641 51.0169827, -114.1456628 51.0169828, -114.1456638 51.0168768, -114.1456387 51.0168667, -114.1456279 51.0168624, -114.1453822 51.0168615)))"
GLENBROOK COMMUNITY ASSOCIATION SKATE SHACK,3524 45 ST SW,3524 45 ST SW,COMMUNITY AUXILIARY,WARD 6,GLENBROOK,{E23899C5-30E1-4F5B-8C16-86DD1531D9BA},"MULTIPOLYGON (((-114.1518727 51.0230221, -114.151873 51.0229624, -114.1515734 51.0229617, -114.1515727 51.0230836, -114.1516937 51.0230838, -114.1516941 51.0230217, -114.1518727 51.0230221)))"
38-48 STRADWICK RI SW HOUSING,38-48 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{50811A34-3F85-4E80-8752-3625DFF0EFB3},"MULTIPOLYGON (((-114.170474 51.0515145, -114.1705515 51.0514681, -114.1705379 51.0514591, -114.1705519 51.0514507, -114.170514 51.0514255, -114.1705045 51.0514312, -114.1704794 51.0514145, -114.170486 51.0514105, -114.1703922 51.0513482, -114.1703971 51.0513452, -114.1702877 51.0512726, -114.1702709 51.0512827, -114.1702577 51.0512739, -114.1701808 51.0513198, -114.1702311 51.0513532, -114.1702386 51.0513486, -114.1702651 51.0513662, -114.1702616 51.0513683, -114.1703784 51.0514459, -114.1703744 51.0514483, -114.170474 51.0515145)))"
GIRL GUIDES OF CANADA STORAGE SHED,2188 BROWNSEA DR NW,2140 BROWNSEA DR NW,COMMUNITY AUXILIARY,WARD 7,WEST HILLHURST,{A15DEBE1-CC1F-407D-9BD2-24C5125F7FAE},"MULTIPOLYGON (((-114.1097523 51.049684, -114.1097121 51.0496841, -114.1097122 51.0497081, -114.1097523 51.049708, -114.1097523 51.049684)))"
#1000 168 ST MORITZ DR SW HOUSING,#1000 168 ST MORITZ DR SW,168 ST MORITZ DR SW,HOUSING - APARTMENT,WARD 6,SPRINGBANK HILL,{EBC89B5B-ADA8-449D-8F9C-83D037D42B04},"MULTIPOLYGON (((-114.2155068 51.0376564, -114.2155768 51.037656, -114.2155767 51.037647, -114.2156022 51.0376468, -114.2156024 51.0376559, -114.2157068 51.0376553, -114.2157068 51.0376522, -114.2157556 51.0376519, -114.2157544 51.0375781, -114.215754 51.0375482, -114.215753 51.0374844, -114.2157264 51.0374846, -114.215726 51.0374575, -114.2156539 51.0374579, -114.2156539 51.0374625, -114.2155644 51.0374631, -114.2154612 51.0373991, -114.2154606 51.0373574, -114.2154978 51.0373572, -114.2154972 51.037319, -114.2154618 51.0373193, -114.2154613 51.0372901, -114.2154984 51.0372898, -114.2154978 51.0372509, -114.2154604 51.0372511, -114.2154601 51.0372318, -114.2154996 51.0372315, -114.215499 51.0371927, -114.2154597 51.037193, -114.2154592 51.0371628, -114.2154978 51.0371625, -114.2154972 51.037123, -114.21546 51.0371232, -114.2154598 51.0371056, -114.2154972 51.0371054, -114.2154966 51.0370666, -114.2154592 51.0370668, -114.2154587 51.0370366, -114.2154972 51.0370363, -114.2154966 51.0369974, -114.2154593 51.0369977, -114.2154591 51.0369818, -114.2154524 51.0369818, -114.2154515 51.0369234, -114.2154239 51.0369236, -114.2154236 51.0369013, -114.2154235 51.0368961, -114.2153502 51.0368965, -114.2153503 51.0369019, -114.215318 51.0369021, -114.2153178 51.0368933, -114.2152677 51.0368936, -114.2152676 51.0368885, -114.2151954 51.0368889, -114.2151958 51.0369141, -114.2151689 51.0369143, -114.2151702 51.0369971, -114.2151614 51.0369971, -114.2151621 51.037042, -114.2151704 51.0370419, -114.2151719 51.0371361, -114.2151622 51.0371361, -114.2151634 51.0372124, -114.2151703 51.0372123, -114.2151718 51.0373089, -114.2151635 51.0373089, -114.2151641 51.0373522, -114.2151789 51.0373521, -114.2151791 51.0373646, -114.2151709 51.0373646, -114.2151713 51.0373926, -114.2151623 51.0373926, -114.215163 51.0374354, -114.2151715 51.0374353, -114.2151721 51.0374739, -114.2152527 51.0375264, -114.2152489 51.0375288, -114.2152995 51.0375606, -114.2153045 51.0375573, -114.2153157 51.0375644, -114.2153103 51.0375678, -114.2153603 51.0375992, -114.2153655 51.0375959, -114.215445 51.0376459, -114.2155066 51.0376455, -114.2155068 51.0376564)))"
#801-805 58 STRADWICK RI SW HOUSING,#801-805 58 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{3F4DA7AC-7319-49B3-BF9D-192129562F4A},"MULTIPOLYGON (((-114.1710876 51.0520161, -114.1711071 51.0519829, -114.1710952 51.0519801, -114.1711372 51.0519084, -114.1711478 51.0519109, -114.1711814 51.0518534, -114.1711884 51.051855, -114.1712144 51.0518106, -114.1711027 51.0517846, -114.171095 51.0517978, -114.1710836 51.0517951, -114.1710653 51.0518263, -114.1710751 51.0518286, -114.1710637 51.0518482, -114.1710433 51.0518434, -114.1710244 51.0518757, -114.1710351 51.0518782, -114.1710078 51.0519247, -114.1709971 51.0519222, -114.1709674 51.0519729, -114.1709818 51.0519763, -114.170974 51.0519896, -114.1710876 51.0520161)))"
BROADCAST HILL PUMP STATION #44 & #45,5568 STRATHCONA HL SW,5568 STRATHCONA HL SW,PUMP STATION,WARD 6,STRATHCONA PARK,{8FE3C0FC-378F-4CDA-85D7-C7D82C074B35},"MULTIPOLYGON (((-114.1670322 51.0520539, -114.1670324 51.0521742, -114.1670325 51.0522243, -114.1670397 51.0522243, -114.1670397 51.0522311, -114.1671851 51.052231, -114.1671914 51.052231, -114.1671914 51.0522245, -114.1672008 51.0522245, -114.1672004 51.0520538, -114.1670322 51.0520539)))"
SIGNAL HILL COMMUNITY ASSOCIATION SKATE SHACK,489 SIENNA PARK DR SW,3200 SIGNAL HILL DR SW,COMMUNITY AUXILIARY,WARD 6,SIGNAL HILL,{7D3C1127-228E-4EE8-B325-9AAFFA8907A0},"MULTIPOLYGON (((-114.1795406 51.0252895, -114.1794717 51.0253393, -114.1794337 51.0253173, -114.1793622 51.0253688, -114.1795721 51.0254849, -114.1796444 51.0254344, -114.1796066 51.0254128, -114.1796754 51.0253634, -114.1795406 51.0252895)))"
SHAGANAPPI TRI-SERVICES BLDG,3415 8 AV SW,3307 SPRUCE DR SW,MULTI-SERVICE,WARD 6,SPRUCE CLIFF,{A07350D7-B7F9-47FD-9603-297C52AD635F},"MULTIPOLYGON (((-114.1363383 51.044462, -114.1363383 51.044473, -114.1363385 51.044584, -114.1363385 51.0445928, -114.1362677 51.0445929, -114.136268 51.0447365, -114.1362681 51.0447985, -114.1362683 51.0448755, -114.1366951 51.0448752, -114.136718 51.0448752, -114.1367178 51.0447671, -114.1372221 51.0447667, -114.1372215 51.0444623, -114.1368784 51.0444626, -114.1368787 51.0445909, -114.1367169 51.044591, -114.1367167 51.0444617, -114.1363383 51.044462)))"
#401-406 36 STRADWICK RI SW HOUSING,#401-406 36 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{74813CC0-CF33-494B-8EB1-B6EC590A5EF2},"MULTIPOLYGON (((-114.1698751 51.0516412, -114.1696977 51.0516415, -114.1696978 51.0516474, -114.16956 51.0516476, -114.16956 51.051653, -114.1695223 51.051653, -114.1695223 51.0516459, -114.1694477 51.051646, -114.169448 51.0517102, -114.1694687 51.0517102, -114.1694688 51.0517221, -114.1696263 51.0517219, -114.1696263 51.0517165, -114.1697584 51.0517163, -114.1697584 51.0517128, -114.1697952 51.0517127, -114.1697952 51.0517198, -114.1698509 51.0517198, -114.1698508 51.0517091, -114.1698753 51.051709, -114.1698751 51.0516412)))"
47-53 GLENGROVE CL SW HOUSING,47-53 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{9C1F5F7F-8168-4748-B1D9-4F737E523099},"MULTIPOLYGON (((-114.1629142 51.0228993, -114.162914 51.0229332, -114.1629259 51.0229332, -114.1629256 51.0229763, -114.1630159 51.0229766, -114.1630158 51.0229851, -114.1631175 51.0229854, -114.1631174 51.0229943, -114.1632205 51.0229946, -114.1632204 51.0230033, -114.1633256 51.0230036, -114.1633261 51.0229271, -114.1632219 51.0229268, -114.163222 51.0229179, -114.1631208 51.0229176, -114.1631209 51.022909, -114.1630167 51.0229086, -114.1630167 51.0228996, -114.1629142 51.0228993)))"
#701-706 58 STRADWICK RI SW HOUSING,#701-706 58 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{E274BEDE-E505-4E47-9709-EAFE04E676CD},"MULTIPOLYGON (((-114.1703653 51.05174, -114.1703655 51.0517882, -114.1703758 51.0517882, -114.170376 51.0518298, -114.1703835 51.0518298, -114.1703839 51.0519136, -114.1703961 51.0519136, -114.1703963 51.0519558, -114.1703859 51.0519558, -114.1703861 51.0520028, -114.1705012 51.0520027, -114.170501 51.0519557, -114.1705123 51.0519557, -114.1705121 51.0518944, -114.1705027 51.0518944, -114.1705023 51.0518106, -114.170491 51.0518106, -114.1704908 51.0517547, -114.1704738 51.0517547, -114.1704738 51.0517399, -114.1703653 51.05174)))"
26TH AVENUE PUMP STATION #42 & #43,5925 SIGNAL RIDGE HT SW,2765 SIGNAL RIDGE VW SW,PUMP STATION,WARD 6,SIGNAL HILL,{D9327398-DD54-4390-9BB1-8CC3F5907B0A},"MULTIPOLYGON (((-114.1722296 51.0300919, -114.1720782 51.0301475, -114.1721527 51.0302283, -114.1721552 51.0302309, -114.1722171 51.0302979, -114.1722209 51.030302, -114.1722229 51.0303041, -114.1723743 51.0302485, -114.1723074 51.0301761, -114.1722742 51.0301402, -114.1722296 51.0300919)))"
470 85 ST SW HOUSING - DEMOLISHED,470 85 ST SW,470 85 ST SW,SINGLE FAMILY,WARD 6,COUGAR RIDGE,{56A2E4B3-B346-4B20-AF00-28EEA1F48776},"MULTIPOLYGON (((-114.2078477 51.0754629, -114.2078044 51.0753799, -114.207533 51.075436, -114.2076007 51.0755658, -114.2077324 51.0755385, -114.207708 51.0754917, -114.2078477 51.0754629)))"
24-34 STRADWICK RI SW HOUSING,24-34 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{22FA9177-DF57-4706-87E0-C28932CE3065},"MULTIPOLYGON (((-114.1699699 51.0512149, -114.1699969 51.0511547, -114.169975 51.0511508, -114.1699802 51.0511393, -114.1699235 51.0511292, -114.1699209 51.0511352, -114.1698884 51.0511294, -114.1698926 51.0511202, -114.1697584 51.0510963, -114.1697624 51.0510874, -114.1696214 51.0510624, -114.1696181 51.0510699, -114.1695896 51.0510648, -114.1695587 51.051134, -114.1696281 51.0511463, -114.1696317 51.0511383, -114.1696694 51.051145, -114.1696658 51.0511531, -114.1697942 51.0511759, -114.169791 51.0511831, -114.1699699 51.0512149)))"
#501-506 36 STRADWICK RI SW HOUSING,#501-506 36 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{7F4A6ABF-F83C-4094-B8AD-FA05F801DD9D},"MULTIPOLYGON (((-114.16995 51.0514954, -114.1699645 51.0514304, -114.1699397 51.0514282, -114.1699428 51.0514141, -114.1698862 51.0514091, -114.1698849 51.0514146, -114.1698497 51.0514115, -114.1698508 51.0514062, -114.1697202 51.0513946, -114.1697216 51.051388, -114.1695651 51.0513741, -114.1695627 51.0513849, -114.1695435 51.0513832, -114.1695296 51.0514457, -114.1696407 51.0514556, -114.1696395 51.0514609, -114.1697732 51.0514727, -114.1697717 51.0514796, -114.16995 51.0514954)))"
#201-206 36 STRADWICK RI SW HOUSING,#201-206 36 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{F9002CEA-7E26-4524-B495-934807E9D513},"MULTIPOLYGON (((-114.1692311 51.0519427, -114.1692308 51.0518731, -114.1692091 51.0518731, -114.1692091 51.05186, -114.1691553 51.0518601, -114.1691553 51.051869, -114.1691167 51.0518691, -114.1691166 51.0518602, -114.1689798 51.0518604, -114.1689798 51.0518526, -114.1688213 51.0518529, -114.1688213 51.0518624, -114.1687978 51.0518624, -114.168798 51.0519314, -114.1688527 51.0519313, -114.1688527 51.0519236, -114.1689121 51.0519235, -114.1689122 51.0519312, -114.1690508 51.051931, -114.1690509 51.0519429, -114.1692311 51.0519427)))"
MEDICINE HILL ADMIN BUILDING,390 PIITA RISE SW,390 PIITA RI SW,OFFICE BUILDING,WARD 6,COUGAR RIDGE,{F2E3564F-A347-47C1-92FC-16B19BDC62CF},"MULTIPOLYGON (((-114.2103536 51.0779713, -114.2104259 51.0779216, -114.2103562 51.0778814, -114.2103674 51.0778736, -114.2102632 51.0778136, -114.2102524 51.077821, -114.2101884 51.077784, -114.2101158 51.077834, -114.2101132 51.0778328, -114.2100963 51.0778333, -114.2100814 51.0778441, -114.2100817 51.0778548, -114.2100991 51.0778644, -114.2101165 51.0778638, -114.210155 51.0778859, -114.2101466 51.0778922, -114.2101769 51.0779382, -114.2102522 51.0779529, -114.2102612 51.0779471, -114.210306 51.0779737, -114.2103065 51.0779851, -114.2103226 51.0779945, -114.2103402 51.077994, -114.2103547 51.0779832, -114.2103546 51.0779729, -114.2103536 51.0779713)))"
39-45 GLENGROVE CL SW HOUSING,39-45 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{E0FEAD8A-7FD5-4918-91D8-F0D36F2A018C},"MULTIPOLYGON (((-114.1632087 51.0230812, -114.1632087 51.02309, -114.1630014 51.0230902, -114.1630014 51.0230818, -114.1629019 51.0230819, -114.162902 51.0231235, -114.1628838 51.0231235, -114.1628839 51.0231665, -114.1633233 51.0231662, -114.1633231 51.0230812, -114.1632087 51.0230812)))"
