BOARD,NAME,ADDRESS_AB,POSTAL_COD,CITY,PROVINCE,PHONE_NO,FAX_NO,EMAIL,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,GLOBAL_ID,POINT,Ward Boundaries 2 2,City Quadrants 2 2,Calgary Communities 2 2,Ward Boundaries 2013-2017 2 2,CALGIS CENSUS COMMUNITY DIST 2015 Shape File 2 2
The Calgary School Division,Beddington Heights School,95 Bermuda Rd NW,T3K2J6,Calgary,AB,(403) 777-6610,,beddingtonheights@cbe.ab.ca,Elementary,N,N,Y,N,N,{64EE8558-91AE-4E01-921D-5352F7B9E8C1},POINT (-114.0793929 51.1317456),2,2,273,4,60
The Calgary Roman Catholic Separate School Division,St. Basil Elementary/Junior High School,919 Tuscany Drive NW,T3L2T5,Calgary,AB,(403) 500-2108,,stbasil@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{5ECEFAAD-0A5C-4564-A2ED-0B840FF76239},POINT (-114.2503171 51.1194184),13,2,158,9,107
River Valley School Society,River Valley School,3127 Bowwood Drive N.W.,T3B2E7,Calgary,AB,(403) 246-2275,,info@rivervalleyschool.ca,Elementary,N,N,Y,N,N,{3CD606A2-E3D5-4F99-B733-34FDC70C5E35},POINT (-114.1743441 51.0794694),13,2,149,9,77
Eastside City Church and Missionary Society,Eastside Christian Academy,1320 Abbeydale Drive SE,T2A7L8,Calgary,AB,(403) 569-1003,,admin@eastsidechristianacademy.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{4E6F0CE1-F4F0-4C68-8BC3-223AA322ACDE},POINT (-113.93022 51.0519523),12,3,94,3,168
The Calgary School Division,Prairie Sky School,201 Skyview Ranch Road NE,T3N2E7,Calgary,AB,(403) 817-3452,,prairiesky@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{0602D00E-54E6-4821-A6D7-11A45CD028EF},POINT (-113.9568896 51.1621326),11,4,12,1,132
The Calgary School Division,Wildwood School,120  45 St SW,T3C2B3,Calgary,AB,(403) 777-8430,,wildwood@cbe.ab.ca,Elementary,N,N,Y,N,N,{34888DDF-C4BD-4E62-98FD-1BA467B06DD5},POINT (-114.1521166 51.0515895),14,1,170,2,73
The Calgary School Division,Senator Patrick Burns School,2155 Chilcotin Rd NW,T2L0X2,Calgary,AB,(403) 777-7400,,senatorpatrickburns@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{4EC36C0A-7227-4EFB-938F-68C2901470BA},POINT (-114.1155367 51.0882111),7,2,125,4,269
Alberta Conference of 7th Day Adventist Church,Chinook Winds Adventist Academy,10101 - 2nd Avenue S.W.,T3B5T2,Calgary,AB,(403) 286-5686,,reception@cwaa.net,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{D41755F7-811C-4B15-8309-6D19E4C5D12B},POINT (-114.2332662 51.0792342),13,1,291,14,14
The Calgary Roman Catholic Separate School Division,Father Doucet School,65 Shannon Drive S.W.,T2Y2T5,Calgary,AB,(403) 500-2089,,fatherdoucet@cssd.ab.ca,Elementary,N,N,Y,N,N,{5192B150-CFCA-407E-AA6B-6030ED445C68},POINT (-114.0851689 50.9093442),5,1,115,6,281
Horizon Academy Institute,Horizon Heritage Arabic School,199 Queen Charlotte Way SE,T3C3P1,Calgary,AB,(403) 826-4655,,,Unknown,N,N,N,N,N,{E906D785-FA13-4AD6-8B05-56220B7FBA09},POINT (-114.1398093 51.0396757),14,1,281,2,36
The Calgary School Division,Maple Ridge School,10203 Maplemont Rd SE,T2J1W3,Calgary,AB,(403) 777-6280,,mapleridge@cbe.ab.ca,Elementary,N,N,Y,N,N,{7711E847-1D90-4E65-85CC-9FAD84B3B1BB},POINT (-114.0419588 50.9618905),6,3,93,5,216
The Calgary School Division,Louise Dean School,120  23 St NW,T2N2P1,Calgary,AB,(403) 777-7630,,louisedean@cbe.ab.ca,Senior High,N,N,N,N,Y,{7EB580B4-E611-4194-8C89-65C394630ABE},POINT (-114.1146825 51.0531507),7,2,280,7,35
The Calgary School Division,Glamorgan School,50 Grafton Dr SW,T3E4W3,Calgary,AB,(403) 777-8310,,glamorgan@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{24AD47E4-3329-4E01-A138-77243FA00B44},POINT (-114.1453983 51.0153799),1,1,142,14,274
The Calgary School Division,CLS James Fowler Writing Centre,4004 4 St NE,T2K1A1,Calgary,AB,(403) 230-4743,,chinooklearning@cbe.ab.ca,Unknown,N,N,N,N,N,{EC4BAE21-CC23-4C97-8FA6-266E44FAC7D2},POINT (-114.0705163 51.0865321),2,2,259,4,129
The Calgary Roman Catholic Separate School Division,Don Bosco School,13615 Deer Ridge Drive S.E.,T2J6S7,Calgary,AB,(403) 500-2057,,donbosco@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{7F07D0F5-D68F-4B68-B999-A708D7CF80A8},POINT (-114.0182527 50.9313007),6,3,151,13,255
The Canadian Montessori School Ltd.,Canadian Montessori School North,1112 - 70 Avenue S.W.,T2V0P6,Calgary,AB,(403) 252-3281,,admin@calgarymontessorischool.com,Unknown,N,N,N,N,N,{8D88AA74-E8F7-4329-970A-48A4BF083578},POINT (-114.0882622 50.9907447),8,1,29,5,243
The Calgary Roman Catholic Separate School Division,St. James Elementary Junior High School,2227 - 58 Avenue S.W.,T3E1N6,Calgary,AB,(403) 500-2035,,stjames@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{7AD6B12F-CEDF-4062-B4AD-40143B34117F},POINT (-114.113664 51.0011413),8,1,122,5,265
The Calgary Roman Catholic Separate School Division,Our Lady of Peace Elementary Junior High School,14826 Millrise Hill S.W.,T2Y2B4,Calgary,AB,(403) 500-2097,,olp@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{33F7A2EB-9A94-4188-A094-63E0B05F5CA0},POINT (-114.0877102 50.9184851),5,1,156,6,74
The Calgary School Division,Sir Wilfrid Laurier School,819  32 St SE,T2A0Y9,Calgary,AB,(403) 777-7370,,ampetroni@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{5C5450F0-C4D0-4E29-9F52-C858F19B5C26},POINT (-113.9893061 51.0457348),12,3,121,11,264
The Calgary School Division,Rosemont School,19 Rosevale Dr NW,T2K1N6,Calgary,AB,(403) 777-6230,,rosemont@cbe.ab.ca,Elementary,N,N,Y,N,N,{DA0221D6-7AE2-4B92-9253-CD55A6DF38E5},POINT (-114.0923733 51.0778712),7,2,92,4,215
The Calgary School Division,Thomas B. Riley School,3915  69 St NW,T3B2J9,Calgary,AB,(403) 777-7260,,thomasbriley@cbe.ab.ca,Junior High,N,N,N,Y,N,{6BC8F985-241D-4ED9-A10F-C8E4B1E29B53},POINT (-114.1890516 51.0875292),13,2,149,9,77
The Calgary School Division,Le Roi Daniels School,47 Fyffe Rd SE,T2H1B9,Calgary,AB,(403) 777-6420,,leroidaniels@cbe.ab.ca,Elementary,N,N,Y,N,N,{FEC8A933-9491-424F-9B1F-7F955D9DD3CE},POINT (-114.0579556 50.9838584),10,3,284,11,25
Calgary Arts Academy Society,Calgary Arts Academy,640 14th Avenue S.E.,T2G1E8,Calgary,AB,(403) 532-3020,,cjordan@caaschool.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{E96B5386-A4C5-4B64-959C-8F899862622A},POINT (-114.0492422 51.039402),14,3,260,5,130
The Calgary School Division,CBe-learn,2336 53 Avenue SW,T3E1L2,Calgary,AB,(403) 777-7971,,cbelearn@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{0563E319-C533-46B7-8C9A-D60852A7DF5D},POINT (-114.1139277 51.0065169),8,1,122,5,265
Arise Calgary Church,Arise Christian Academy,"155 Falconridge Crescent NE 
Calgary, AB T3J 1Z9",T3J1Z9,Calgary,AB,(825) 712-9554,,arisechristianacademy33@gmail.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{D5CE5DF5-14B9-4FA5-8E5B-E8B94A5A4553},POINT (-113.9532286 51.0966232),9,4,56,1,278
The Calgary School Division,Riverbend School,65 Rivervalley Dr SE,T2C3Z7,Calgary,AB,(403) 777-6510,,riverbend@cbe.ab.ca,Elementary,N,N,Y,N,N,{873288F9-9D94-44E0-B1F6-410CE4BBB3AB},POINT (-114.0185021 50.9721562),10,3,19,8,234
The Calgary School Division,Bowness High School,4627  77 St NW,T3B2N6,Calgary,AB,(403) 286-5092,,bowness@cbe.ab.ca,Senior High,N,N,N,N,Y,{F26EA92A-86E9-4427-B49D-36BAFBAA7216},POINT (-114.200251 51.0931753),13,2,149,9,77
The Calgary School Division,Chris Akkerman School,5004 Marbank Dr NE,T2A3J6,Calgary,AB,(403) 777-8120,,chrisakkerman@cbe.ab.ca,Elementary,N,N,Y,N,N,{701191F5-60F4-439C-B453-19B8CD682862},POINT (-113.963011 51.0637573),12,4,77,3,80
The Calgary School Division,Chinook Park School,1312  75 Ave SW,T2V0S6,Calgary,AB,(403) 777-8480,,chinookpark@cbe.ab.ca,Elementary,N,N,Y,N,N,{5DB468BC-4AA7-476B-9D36-725265C0753C},POINT (-114.0893703 50.9864478),8,1,29,5,243
The Calgary School Division,Alex Ferguson School,1704  26 St SW,T3C1K5,Calgary,AB,(403) 777-8270,,alexanderferguson@cbe.ab.ca,Elementary,N,N,Y,N,N,{83759795-6B77-4A08-BF11-D53A102A52FB},POINT (-114.1229836 51.0393638),14,1,198,2,204
The Palliser School Division,National Sport School,151 Canada Olympic Rd SW,T3B6B7,Calgary,AB,(403) 777-7329,,robert.jewan@pallisersd.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{2AEA1201-7949-4002-B086-6A271A669270},POINT (-114.2210265 51.0847948),13,1,4,14,40
The Prairie Land School Division,Al-Amal Online Academy,9 Royal Vista Drive NW,T3R0N2,Calgary,AB,(825) 996-5399,,al-amal.onlineacademy@plrd.ab.ca,Senior High,N,N,N,N,Y,{4CF341C8-7AFF-48FD-A72B-C074A10AA3E3},POINT (-114.2075428 51.1507322),3,2,157,9,105
The Calgary School Division,Keeler School,4807 Forego Ave SE,T2A2C4,Calgary,AB,(403) 777-8180,,keeler@cbe.ab.ca,Elementary,N,N,Y,N,N,{DE830397-5E0B-49C6-BDFE-1F1384B50446},POINT (-113.9648131 51.0492568),12,3,194,11,166
The Calgary Roman Catholic Separate School Division,Bishop McNally High School,5700 Falconridge Boulevard N.E,T3J3N4,Calgary,AB,(403) 500-2091,,bishopmcnally@cssd.ab.ca,Senior High,N,N,N,N,Y,{0B8BA26C-70F4-4DAF-A80B-3760E1FB9EF5},POINT (-113.9536063 51.1032212),9,4,56,1,278
The Calgary School Division,Western Canada High School,641  17 Ave SW,T2S0B5,Calgary,AB,(403) 228-5363,,westerncanada@cbe.ab.ca,Senior High,N,N,N,N,Y,{20C6F3CD-9ED5-490D-9AAA-3945BD7E8854},POINT (-114.0775476 51.0369948),14,1,18,2,231
Calgary Academy Society,Calgary Academy,1677 93 rd Street S.W.,T3H0R3,Calgary,AB,(403) 686-6444,,info@calgaryacademy.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{415BBB9C-293E-4369-889C-398FBE76B478},POINT (-114.2243772 51.0394313),1,1,48,14,284
The Calgary School Division,Mount View School,2004  4 St NE,T2E3T8,Calgary,AB,(403) 777-6300,,mountview@cbe.ab.ca,Elementary,N,N,Y,N,N,{CD8B0BB2-5B98-4065-A39D-406C993BE0F2},POINT (-114.0520619 51.0696254),10,4,88,7,202
The Calgary Roman Catholic Separate School Division,St. Cecilia (Bilingual) Elementary School,610 Agate Crescent S.E.,T2J0Z3,Calgary,AB,(403) 500-2040,,stcecilia@cssd.ab.ca,Elementary,N,N,Y,N,N,{C38F16CA-ED72-4BBD-9CA7-7F22CD43C80D},POINT (-114.0504111 50.9652961),10,3,174,5,81
The Calgary School Division,West Dover School,3113  30 Avenue SE,T2B0G9,Calgary,AB,(403) 777-8260,,westdover@cbe.ab.ca,Elementary,N,N,Y,N,N,{B3696B39-127D-49DE-B2B7-1CDAF7B6EF04},POINT (-113.990648 51.0263292),10,3,196,11,1
The Calgary School Division,Willow Park School,343 Willow Park Dr SE,T2J0K7,Calgary,AB,(403) 777-6900,,willowpark@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{35516EE7-3B90-4D54-9817-89B83B91A5E7},POINT (-114.0606873 50.9577962),6,3,89,5,212
The Calgary School Division,Peter Lougheed School,148 Saddletree Close NE,T3J5J1,Calgary,AB,(403) 817-3508,,peterlougheed@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{46D68BB6-675C-4CBC-BFA4-7977C228370E},POINT (-113.9556832 51.1306696),11,4,2,1,143
The Calgary School Division,Capitol Hill School,2210  18 St NW,T2M3T4,Calgary,AB,(403) 777-6160,,capitolhill@cbe.ab.ca,Elementary,N,N,Y,N,N,{49E7091B-17D6-4854-A953-D5F5CADBFAA9},POINT (-114.1039175 51.0720766),7,2,63,7,51
,AMBROSE UNIVERSITY,,T3H0L5,Calgary,AB,(403) 410-2000,,,,Y,Y,,,,{BB639F8D-4EFE-41EE-9BDE-716390288050},POINT (-114.1930498 51.033707),1,1,289,14,22
The Calgary School Division,Rundle School,4120 Rundlehorn Dr NE,T1Y4W9,Calgary,AB,(403) 777-6760,,rundle@cbe.ab.ca,Elementary,N,N,Y,N,N,{8316213A-5262-49F2-996C-6E86CC83481A},POINT (-113.9737217 51.0711823),9,4,34,3,291
The Calgary Roman Catholic Separate School Division,St. Francis High School,877 Northmount Drive N.W.,,Calgary,AB,(403) 500-2026,,st.francis@cssd.ab.ca,Senior High,N,N,N,N,Y,{142B9E6B-9BFC-4ED7-9296-1010B90B42DE},POINT (-114.1024075 51.0845066),7,2,214,4,108
The Calgary Roman Catholic Separate School Division,St. Matthew School,416 - 83 Avenue S.E.,T2H1N3,Calgary,AB,(403) 500-2030,,stmatthew@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{95C40BC3-4DEE-45FE-9AF5-683AD54C0A19},POINT (-114.0585101 50.9786824),10,3,174,5,81
The Calgary School Division,Sunnyside School,211 7 St NW,T2N1S2,Calgary,AB,(403) 777-6390,,sunnyside@cbe.ab.ca,Elementary,N,N,Y,N,N,{2A87DFF4-22F8-49F8-80EA-AAF4D2C1304D},POINT (-114.0795441 51.0565624),7,2,62,7,19
Foundations for the Future Charter Academy Charter School Society,Southeast Elementary Campus,9711 Academy Drive SE,T2J1A9,Calgary,AB,(430) 258-2728,,,Elementary,N,N,Y,N,N,{516F3F67-327C-406F-8AC1-46158AFE4A6E},POINT (-114.0454063 50.9672419),10,3,174,5,81
The Calgary School Division,Killarney School,3008  33 Street SW,T3E2T9,Calgary,AB,(403) 777-8360,,killarney@cbe.ab.ca,Elementary,N,N,Y,N,N,{EA027B08-0235-4AA5-B27B-A1ACC11092A2},POINT (-114.1347293 51.0281934),14,1,182,2,38
Renfrew Educational Services Society,Renfrew Educational Services-Bowness Centre,2050 - 21 Street N.E.,T3B2B2,Calgary,AB,(403) 291-5038,,renfrew@renfreweducation.org,Unknown,N,N,N,N,N,{9518CB5F-0513-4DD6-A7C0-3253E93B66EF},POINT (-114.2119244 51.0963293),13,2,149,9,77
GCA Educational Society,Glenmore Christian Academy Junior High,16520-24 Street SW,T2Y4W2,Calgary,AB,(403) 254-9051,,admin@gcaschool.com,Elementary/Junior High,N,N,Y,Y,N,{E87449EE-DD2F-4374-B97C-ECC324021A92},POINT (-114.115239 50.9039788),5,1,138,6,283
North Point School for Boys,North Point School,2445 - 23 Ave SW,T2T0W3,Calgary,AB,(403) 744-5214,,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{924E099B-DDFD-4FD9-8C61-CF72B83F331D},POINT (-114.1174839 51.0325564),14,1,181,2,282
The Calgary Roman Catholic Separate School Division,Ascension of Our Lord,509 Harvest Hills Drive N.E.,T3K4G9,Calgary,AB,(403) 500-2075,,,Elementary/Junior High,N,N,Y,Y,N,{F8433675-AB5E-4173-9FF1-CB804F60A01A},POINT (-114.0596888 51.1469569),11,4,27,12,241
The Calgary School Division,Braeside School,1747  107 Ave SW,T2W0C3,Calgary,AB,(403) 777-8470,,braeside@cbe.ab.ca,Elementary,N,N,Y,N,N,{9459796C-5AB0-4730-B9CD-BF207A96312F},POINT (-114.1016943 50.9566736),8,1,23,5,238
The Calgary Roman Catholic Separate School Division,St. John Henry Newman School,16201 McKenzie Lake  Boulevard S.E.,T2Z2G7,Calgary,AB,(403) 500-2092,,stjohnhenrynewman@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{67E286D6-0C98-43D1-B059-6EEBFF15B3EA},POINT (-113.9888584 50.9073393),4,3,296,13,89
The Calgary School Division,Fairview School,7840 Fairmount Dr SE,T2H0Y1,Calgary,AB,(403) 777-7900,,fairview@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{8E1CCCCE-62AF-4FEA-84FF-C2A9A9AA5552},POINT (-114.05945 50.9839856),10,3,284,11,25
The Calgary School Division,Valley View School,4105  26 Ave SE,T2B0C6,Calgary,AB,(403) 777-8250,,valleyview@cbe.ab.ca,Elementary,N,N,Y,N,N,{02E0C5EB-7891-4C90-850A-28944440E7ED},POINT (-113.9752778 51.0300546),10,3,196,11,1
The Calgary School Division,Bowcroft School,3940  73 St NW,T3B2L9,Calgary,AB,(403) 777-6020,,bowcroft@cbe.ab.ca,Elementary,N,N,Y,N,N,{78007FB4-AFE3-44CD-A618-7AA1E0B8C926},POINT (-114.1927889 51.0875591),13,2,149,9,77
The Calgary School Division,Christine Meikle School,3525 50 St NW,T3A2Y5,Calgary,AB,(403) 817-3524,,christinemeikle@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{1DBBAE57-1F5A-4119-98B8-30BCBF2EE0C9},POINT (-114.1610657 51.0845447),13,2,269,9,127
The Calgary Roman Catholic Separate School Division,St. Elizabeth Seton,10845 Hidden Valley Drive,T3A6K3,Calgary,AB,(403) 500-2105,,stelizabethseton@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{E68D99EB-C93F-4AA6-B00B-9EA2043A7A14},POINT (-114.1104364 51.1511018),2,2,25,12,289
The Calgary School Division,Dr. Gordon Townsend School,28 Oki Drive NW,T3B6A8,Calgary,AB,(403) 955-7004,,drgordontownsend@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{F57AE512-B500-43C8-AD0B-A8C54F1F4A4A},POINT (-114.1483456 51.0744945),13,2,155,7,104
The Calgary Roman Catholic Separate School Division,Prince of Peace School,43 Auburn Meadows Blvd SE,T3M2C9,Calgary,AB,(403) 500-2125,,princeofpeace@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{ECC232FA-9880-4922-9903-361B8583A2CE},POINT (-113.9498421 50.8932639),4,3,95,8,217
The Pembina Hills School Division,Vista Virtual School South,341 -  58 Avenue SE,,Calgary,AB,(855) 974-5333,,steven.kaplan@pembinahills.ca,Unknown,N,N,N,N,N,{2FC4855C-E37A-4A93-8245-AFF342ECE2B4},POINT (-114.0576597 51.0004854),10,3,160,11,111
The Calgary School Division,Northern Lights School,711 Coventry Dr NE,,Calgary,AB,(403) 817-3444,,northernlights@cbe.ab.ca,Elementary,N,N,Y,N,N,{9AEB66D1-D285-4E81-BF5F-E833EA700081},POINT (-114.0469265 51.1576163),11,4,251,12,8
The Calgary School Division,Eugene Coste School,10 Hillgrove Cres SW,T2V3K7,Calgary,AB,(403) 777-8511,,eugenecoste@cbe.ab.ca,Elementary,N,N,Y,N,N,{A8F842EC-14F0-4F94-AFEB-095E05EF1D31},POINT (-114.0869778 50.9678896),8,1,195,5,167
Philippine Cultural Center Foundation (Calgary),Filipino Language and Cultural School of Calgary,"Bay 204 & 206 
4656 Westwinds Dr NE",T3J3Z5,Calgary,AB,,,abdacanay@shaw.ca,Unknown,N,N,N,N,N,{175716C4-60D4-4C5E-B9AB-6A160481DED2},POINT (-113.9678004 51.100647),9,4,80,1,225
Calgary Arts Academy Society,Calgary Arts Academy Rosscarrock Middle School,1406 40th Street SW,T3C1W7,Calgary,AB,(403) 255-1984,,cjordan@caaschool.com,Unknown,N,N,N,N,N,{8F688AB5-A454-4095-993C-2F17B1B636BB},POINT (-114.1447822 51.0412164),14,1,281,2,36
The Calgary School Division,Harold Panabaker School,23 Sackville Dr SW,T2W0W3,Calgary,AB,(403) 777-7890,,haroldpanabaker@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{C76BC6C7-DD90-4331-96B3-3190389C0751},POINT (-114.0866482 50.9576396),8,1,7,5,91
Rundle College Society,Rundle College Elementary School,7615 - 17 Ave SW,T3H3W5,Calgary,AB,(403) 282-8411,,contactus@rundle.ab.ca,Elementary,N,N,Y,N,N,{29EBE814-BE6F-4431-A4B8-A6E9802C7A93},POINT (-114.1973197 51.0367131),1,1,289,14,22
The Calgary School Division,Tuscany School,990 Tuscany Dr NW,T3L2T4,Calgary,AB,(403) 777-8060,,tuscany@cbe.ab.ca,Elementary,N,N,Y,N,N,{43EE4735-72D4-4ACE-BE82-B2410574D075},POINT (-114.2454306 51.1177871),13,2,158,9,107
The Calgary School Division,McKenzie Lake School,16210 McKenzie Lake Way SE,T2Z1L7,Calgary,AB,(403) 777-6500,,mckenzielake@cbe.ab.ca,Elementary,N,N,Y,N,N,{B2B1E4F5-D223-43E0-9952-A8561E8D1F1B},POINT (-113.9849974 50.9062179),4,3,296,13,89
The Calgary Roman Catholic Separate School Division,St. Isabella School,855 Copperfield Blvd SE,T2Z4W8,Calgary,AB,(403) 500-2123,,stisabella@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{73813A2D-C680-4D7A-871F-CB5AC56F7E6A},POINT (-113.935989 50.9105832),4,3,96,8,230
The Calgary School Division,Mahogany School,165 Mahogany Blvd. SE,,Calgary,AB,(403) 817-3448,,Mahogany@cbe.ab.ca,Elementary,N,N,Y,N,N,{D709797A-CAD7-4478-AE23-072617C2BF31},POINT (-113.926494 50.9025509),4,3,116,8,258
The Calgary School Division,Rideau Park School,829 Rideau Rd SW,T2S0S2,Calgary,AB,(403) 777-7480,,rideaupark@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{4CC0CB2F-FE35-4A84-A957-B4303BAECD85},POINT (-114.0755637 51.0252766),10,1,277,5,64
The Calgary Roman Catholic Separate School Division,St. Gemma Outreach High School,38 - 3250 Sunridge Way NE,T1Y7K4,Calgary,AB,(403) 500-2140,,stgemma@cssd.ab.ca,Senior High,N,N,N,N,Y,{A85284A2-169A-4F7F-8DAC-5E2A1B113124},POINT (-113.9901364 51.0696387),9,4,83,3,223
The Calgary School Division,Huntington Hills School,820  64 Ave NW,T2K0M5,Calgary,AB,(403) 777-6650,,huntingtonhills@cbe.ab.ca,Elementary,N,N,Y,N,N,{1910A422-A141-44FF-86D8-D0A9E316282D},POINT (-114.0774569 51.112209),2,2,261,4,158
The Calgary School Division,Centennial High School,55 Sun Valley Blvd SE,T2X3W7,Calgary,AB,(403) 256-8140,,centennialhigh@cbe.ab.ca,Senior High,N,N,N,N,Y,{1BD9EE27-970D-424E-A970-AA1DA600304F},POINT (-114.0533548 50.9061097),6,3,52,13,128
Calgary Waldorf School Society,Calgary Waldorf School,515 Cougar Ridge Drive S.W.,T3H5G9,Calgary,AB,(403) 287-1868,,principal@calgarywaldorf.org,Elementary/Junior High,N,N,Y,Y,N,{B11DA2FF-E745-4410-9389-D0E7741CCB83},POINT (-114.2183262 51.0723494),1,1,128,14,272
STEM Innovation Academy Society,STEM Innovation Academy Middle School,1204 96 Ave SW,T2V0Y1,Calgary,AB,(403) 259-4211,,info@stemia.ca,Junior High,N,N,N,Y,N,{7BDE7D52-61C0-406C-A854-F5C4B05D2151},POINT (-114.0884791 50.96887),8,1,195,5,167
The Calgary School Division,G. W. Skene School,6226 Penbrooke Dr SE,T2A6M7,Calgary,AB,(403) 777-8150,,gwskene@cbe.ab.ca,Elementary,N,N,Y,N,N,{3B171DA6-2DDA-4DD8-A90F-3E879FCABA98},POINT (-113.9452208 51.0456249),12,3,30,11,244
The Calgary School Division,Banff Trail School,3232 Cochrane Rd NW,T2M4J3,Calgary,AB,(403) 777-6120,,banfftrail@cbe.ab.ca,Elementary,N,N,Y,N,N,{91FC67F5-193B-4CBE-85EF-84B5DB691655},POINT (-114.1167588 51.0816395),7,2,125,4,269
The Calgary School Division,Woodbine School,27 Woodfield Way SW,T2W5E1,Calgary,AB,(403) 777-8630,,woodbine@cbe.ab.ca,Elementary,N,N,Y,N,N,{B7478DB7-5E8C-4A2E-921B-B5314FFDA388},POINT (-114.1289426 50.9365329),5,1,43,6,288
The Calgary School Division,Ron Southern School,483 Silverado Blvd SW,T2X2E2,Calgary,AB,(403) 817-3576,,ronsouthern@cbe.ab.ca,Elementary,N,N,Y,N,N,{5865F4DE-9161-4F59-8F40-4FA0208D7AF2},POINT (-114.0856882 50.8809318),6,1,134,6,252
The Calgary Roman Catholic Separate School Division,Father Scollen School,6839 Temple Drive N.E.,T1Y5N4,Calgary,AB,(403) 500-2088,,fatherscollen@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{8ED6D93D-868A-40FA-8C1A-AC8B9FCFCEA5},POINT (-113.9419616 51.0930203),9,4,22,3,237
The Calgary School Division,Chinook Learning Services,2336 53 Ave SW,T2M0T2,Calgary,AB,(403) 777-7200,,chinooklearning@cbe.ab.ca,Senior High,N,N,N,N,Y,{90658939-B5BB-4E32-B46E-6680ECE07D65},POINT (-114.0654256 51.0685816),10,2,69,7,70
The Calgary Roman Catholic Separate School Division,Father James Whelihan,70 Sunmills Drive S.E.,T2X2R5,Calgary,AB,(403) 500-2087,,fatherwhelihan@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{DE6E0E32-0E4A-45B4-9E53-4DE981B50E1D},POINT (-114.0470194 50.9045243),6,3,52,13,128
Congregation House of Jacob-Mikveh Israel,Akiva Academy,140 Haddon Road S.W.,T2V2Y3,Calgary,AB,(403) 258-1312,,office@akiva.ca,Elementary/Junior High,N,N,Y,Y,N,{34467320-E3CC-417C-94D1-329EC1A3302B},POINT (-114.0778236 50.9732774),8,1,195,5,167
The Calgary School Division,AADAC Youth Services,1005 - 17 Street N.W.,T2N2E5,Calgary,AB,(403) 297-4664,,AADAC@cbe.ab.ca,Unknown,N,N,N,N,N,{31AAF592-EF8C-425B-90F6-1D122D185882},POINT (-114.1016819 51.0612611),7,2,152,7,182
The Calgary School Division,Midsun School,660 Sunmills Dr SE,T2X3R5,Calgary,AB,(403) 777-6430,,midsun@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{5AFABF3D-2DC9-4FCE-8EF4-50948637F5A8},POINT (-114.0309154 50.9018495),6,3,52,13,128
Bearspaw Christian School Society,BCS@Home,15001 - 69 Street NW,T3R1C5,Calgary,AB,(403) 295-2566,,info@bearspawschool.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{944D1B13-096C-4B95-95A8-0EC97B9B47A4},POINT (-114.1893458 51.186944),3,2,225,10,151
The Calgary Roman Catholic Separate School Division,St. Vincent De Paul Elementary Junior High School,4525 - 49 Street N.W.,T3A0K4,Calgary,AB,(403) 500-2051,,stvincent@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{2B1F7040-D9D1-4144-8B37-3AAAEF1A7432},POINT (-114.1597997 51.0931446),13,2,269,9,127
Calgary Quest Children's Society,Calgary Quest School,"3405 Spruce Drive S.W. 
c/o Spruce Cliff Elementary",T3C0A5,Calgary,AB,(403) 253-0003,,info@calgaryquestschool.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{564B0398-B1BB-4589-AD06-B271A19D295C},POINT (-114.1366387 51.0497215),14,1,118,2,259
